pairname,ligand,receptor,Pair.Source,Pair.Evidence
Calm1_Sctr,Calm1,Sctr,novel,EXCLUDED not ligand
Calm3_Sctr,Calm3,Sctr,novel,EXCLUDED not ligand
Sct_Sctr,Sct,Sctr,known,literature supported
Adcyap1_Sctr,Adcyap1,Sctr,novel,literature supported
Vip_Sctr,Vip,Sctr,known,literature supported
Ntf5_Ntrk3,Ntf5,Ntrk3,known,putative
Ntf3_Ntrk3,Ntf3,Ntrk3,known,literature supported
Tnfsf10_Tnfrsf10b,Tnfsf10,Tnfrsf10b,known,literature supported
Shh_Smo,Shh,Smo,known,literature supported
Tgfb2_Tgfbr3,Tgfb2,Tgfbr3,known,literature supported
Tgfb3_Tgfbr3,Tgfb3,Tgfbr3,known,literature supported
Tgfb1_Tgfbr3,Tgfb1,Tgfbr3,known,literature supported
Inhba_Tgfbr3,Inhba,Tgfbr3,novel,literature supported
Inha_Tgfbr3,Inha,Tgfbr3,known,literature supported
Cxcl11_Ackr3,Cxcl11,Ackr3,known,literature supported
Cxcl12_Ackr3,Cxcl12,Ackr3,known,literature supported
Amh_Amhr2,Amh,Amhr2,known,literature supported
Il16_Kcnd2,Il16,Kcnd2,novel,literature supported
Cd40lg_Traf3,Cd40lg,Traf3,novel,putative
Oxt_Avpr1a,Oxt,Avpr1a,known,literature supported
Avp_Avpr1a,Avp,Avpr1a,known,literature supported
Efnb2_Ephb2,Efnb2,Ephb2,known,literature supported
Mmp9_Ephb2,Mmp9,Ephb2,novel,literature supported
L1cam_Ephb2,L1cam,Ephb2,novel,putative
Efnb3_Ephb2,Efnb3,Ephb2,known,literature supported
Vegfa_Ephb2,Vegfa,Ephb2,novel,literature supported
Efnb1_Ephb2,Efnb1,Ephb2,known,literature supported
Efna5_Ephb2,Efna5,Ephb2,known,literature supported
Scgb3a2_Marco,Scgb3a2,Marco,novel,literature supported
Scgb3a1_Marco,Scgb3a1,Marco,novel,literature supported
Calm1_Mylk,Calm1,Mylk,known,EXCLUDED not ligand
Calm3_Mylk,Calm3,Mylk,known,EXCLUDED not ligand
Calm2_Mylk,Calm2,Mylk,known,EXCLUDED not ligand
Fgf13_Scn8a,Fgf13,Scn8a,novel,literature supported
Tph1_Htr5a,Tph1,Htr5a,known,EXCLUDED not ligand
Ifna15_Ifnar1,Ifna15,Ifnar1,known,literature supported
Ifnab_Ifnar1,Ifnab,Ifnar1,known,literature supported
Ifna16_Ifnar1,Ifna16,Ifnar1,known,literature supported
Ifna5_Ifnar1,Ifna5,Ifnar1,known,literature supported
Ifna11_Ifnar1,Ifna11,Ifnar1,known,literature supported
Ifna6_Ifnar1,Ifna6,Ifnar1,known,literature supported
Ifna9_Ifnar1,Ifna9,Ifnar1,known,literature supported
Ifna1_Ifnar1,Ifna1,Ifnar1,known,literature supported
Ifna13_Ifnar1,Ifna13,Ifnar1,known,literature supported
Ifna4_Ifnar1,Ifna4,Ifnar1,known,literature supported
Ifna2_Ifnar1,Ifna2,Ifnar1,known,literature supported
Ifna7_Ifnar1,Ifna7,Ifnar1,known,literature supported
Ifna14_Ifnar1,Ifna14,Ifnar1,known,literature supported
Ifna12_Ifnar1,Ifna12,Ifnar1,known,literature supported
Ifnb1_Ifnar1,Ifnb1,Ifnar1,known,literature supported
Calm1_Trpc3,Calm1,Trpc3,novel,EXCLUDED not ligand
Calm3_Trpc3,Calm3,Trpc3,novel,EXCLUDED not ligand
Il17b_Il17rb,Il17b,Il17rb,known,literature supported
Il25_Il17rb,Il25,Il17rb,known,literature supported
Npy_Npy2r,Npy,Npy2r,known,literature supported
Ppy_Npy2r,Ppy,Npy2r,novel,putative
Pyy_Npy2r,Pyy,Npy2r,known,literature supported
Gnai2_Cav1,Gnai2,Cav1,novel,literature supported
Cyr61_Cav1,Cyr61,Cav1,novel,putative
Egf_Cav1,Egf,Cav1,novel,putative
App_Cav1,App,Cav1,novel,literature supported
Bst1_Cav1,Bst1,Cav1,novel,literature supported
Ptgs2_Cav1,Ptgs2,Cav1,novel,literature supported
Tgfb1_Cav1,Tgfb1,Cav1,novel,putative
Icam1_Cav1,Icam1,Cav1,novel,putative
Hras_Cav1,Hras,Cav1,novel,literature supported
Gdf9_Orai2,Gdf9,Orai2,novel,literature supported
Ifng_Ifngr2,Ifng,Ifngr2,known,literature supported
Sema4d_Met,Sema4d,Met,known,literature supported
Hgf_Met,Hgf,Met,known,literature supported
Dcn_Met,Dcn,Met,novel,literature supported
Sema5a_Met,Sema5a,Met,known,literature supported
Tph1_Htr1d,Tph1,Htr1d,known,EXCLUDED not ligand
Calm1_Glp2r,Calm1,Glp2r,novel,EXCLUDED not ligand
Calm3_Glp2r,Calm3,Glp2r,novel,EXCLUDED not ligand
Gcg_Glp2r,Gcg,Glp2r,known,literature supported
Ifna15_Ifnar2,Ifna15,Ifnar2,known,literature supported
Ifnab_Ifnar2,Ifnab,Ifnar2,known,literature supported
Ifna16_Ifnar2,Ifna16,Ifnar2,known,literature supported
Ifna5_Ifnar2,Ifna5,Ifnar2,known,literature supported
Ifna11_Ifnar2,Ifna11,Ifnar2,known,literature supported
Ifna6_Ifnar2,Ifna6,Ifnar2,known,literature supported
Ifna9_Ifnar2,Ifna9,Ifnar2,known,literature supported
Ifna1_Ifnar2,Ifna1,Ifnar2,known,literature supported
Ifna13_Ifnar2,Ifna13,Ifnar2,known,literature supported
Ifna4_Ifnar2,Ifna4,Ifnar2,known,literature supported
Ifna2_Ifnar2,Ifna2,Ifnar2,known,literature supported
Ifna7_Ifnar2,Ifna7,Ifnar2,known,literature supported
Ifna14_Ifnar2,Ifna14,Ifnar2,known,literature supported
Ifna12_Ifnar2,Ifna12,Ifnar2,known,literature supported
Ifnb1_Ifnar2,Ifnb1,Ifnar2,known,literature supported
Sema4d_Cd72,Sema4d,Cd72,novel,literature supported
Gnai2_Cnr1,Gnai2,Cnr1,novel,literature supported
Tcn2_Cnr1,Tcn2,Cnr1,novel,putative
Krtap4-2_Lingo1,Krtap4-2,Lingo1,novel,literature supported
Krtap4-7_Lingo1,Krtap4-7,Lingo1,novel,literature supported
Gm11555_Lingo1,Gm11555,Lingo1,novel,literature supported
Krtap4-1_Lingo1,Krtap4-1,Lingo1,novel,literature supported
Gm11563_Lingo1,Gm11563,Lingo1,novel,literature supported
Rtn4_Lingo1,Rtn4,Lingo1,known,literature supported
Efemp2_Lingo1,Efemp2,Lingo1,novel,literature supported
Omg_Lingo1,Omg,Lingo1,known,literature supported
Kng2_Rxfp4,Kng2,Rxfp4,novel,literature supported
Kng1_Rxfp4,Kng1,Rxfp4,novel,literature supported
Rln3_Rxfp4,Rln3,Rxfp4,known,literature supported
Insl5_Rxfp4,Insl5,Rxfp4,known,literature supported
Cntf_Il6ra,Cntf,Il6ra,novel,literature supported
Il6_Il6ra,Il6,Il6ra,known,literature supported
Cntn2_Nrcam,Cntn2,Nrcam,novel,literature supported
Bcan_Nrcam,Bcan,Nrcam,novel,putative
Galp_Galr2,Galp,Galr2,known,literature supported
Gal_Galr2,Gal,Galr2,known,literature supported
Il16_Kcnj10,Il16,Kcnj10,novel,literature supported
Adm2_Calcrl,Adm2,Calcrl,known,literature supported
Calca_Calcrl,Calca,Calcrl,known,literature supported
Calcb_Calcrl,Calcb,Calcrl,known,literature supported
Adm_Calcrl,Adm,Calcrl,known,literature supported
Calm1_Pde1b,Calm1,Pde1b,known,EXCLUDED not ligand
Calm3_Pde1b,Calm3,Pde1b,known,EXCLUDED not ligand
Calm2_Pde1b,Calm2,Pde1b,known,EXCLUDED not ligand
Proc_Procr,Proc,Procr,known,literature supported
Pf4_Procr,Pf4,Procr,known,literature supported
Fn1_Tnfrsf11b,Fn1,Tnfrsf11b,novel,literature supported
Tnfsf10_Tnfrsf11b,Tnfsf10,Tnfrsf11b,known,literature supported
Tnfsf11_Tnfrsf11b,Tnfsf11,Tnfrsf11b,known,literature supported
Vtn_Tnfrsf11b,Vtn,Tnfrsf11b,novel,literature supported
Tnfsf13_Tnfrsf11b,Tnfsf13,Tnfrsf11b,novel,literature supported
Thbs1_Tnfrsf11b,Thbs1,Tnfrsf11b,novel,literature supported
Vwf_Tnfrsf11b,Vwf,Tnfrsf11b,novel,literature supported
Tph1_Htr2b,Tph1,Htr2b,known,EXCLUDED not ligand
Olfm2_Robo2,Olfm2,Robo2,novel,literature supported
Slit3_Robo2,Slit3,Robo2,novel,literature supported
Slit2_Robo2,Slit2,Robo2,known,literature supported
Farp2_Plxna2,Farp2,Plxna2,novel,putative
Sema3a_Plxna2,Sema3a,Plxna2,known,literature supported
Sema6a_Plxna2,Sema6a,Plxna2,novel,literature supported
Slit1_Robo1,Slit1,Robo1,known,literature supported
Ncam1_Robo1,Ncam1,Robo1,known,literature supported
Slit2_Robo1,Slit2,Robo1,known,literature supported
Agt_Agtr1b,Agt,Agtr1b,known,literature supported
Uba52_Agtr1b,Uba52,Agtr1b,novel,EXCLUDED not ligand
Gm11808_Agtr1b,Gm11808,Agtr1b,novel,EXCLUDED not ligand
Hras_Agtr1b,Hras,Agtr1b,novel,literature supported
Agt_Agtr1a,Agt,Agtr1a,known,literature supported
Uba52_Agtr1a,Uba52,Agtr1a,novel,EXCLUDED not ligand
Gm11808_Agtr1a,Gm11808,Agtr1a,novel,EXCLUDED not ligand
Hras_Agtr1a,Hras,Agtr1a,novel,literature supported
Sema4d_Plxnb2,Sema4d,Plxnb2,known,literature supported
Ptn_Plxnb2,Ptn,Plxnb2,novel,literature supported
Sema4c_Plxnb2,Sema4c,Plxnb2,novel,literature supported
Sema4g_Plxnb2,Sema4g,Plxnb2,novel,literature supported
Hsp90b1_Tlr2,Hsp90b1,Tlr2,novel,EXCLUDED not ligand
Ear2_Tlr2,Ear2,Tlr2,novel,literature supported
Ear10_Tlr2,Ear10,Tlr2,novel,literature supported
Ear1_Tlr2,Ear1,Tlr2,novel,literature supported
Ear14_Tlr2,Ear14,Tlr2,novel,literature supported
Rnase2a_Tlr2,Rnase2a,Tlr2,novel,literature supported
Rnase2b_Tlr2,Rnase2b,Tlr2,novel,literature supported
Ear6_Tlr2,Ear6,Tlr2,novel,literature supported
Vcan_Tlr2,Vcan,Tlr2,novel,literature supported
Hras_Tlr2,Hras,Tlr2,novel,literature supported
Apoc3_Tlr2,Apoc3,Tlr2,novel,putative
Sftpa1_Tlr2,Sftpa1,Tlr2,novel,literature supported
Bgn_Tlr2,Bgn,Tlr2,novel,literature supported
Efna4_Epha8,Efna4,Epha8,known,literature supported
Efna1_Epha8,Efna1,Epha8,known,literature supported
Efna3_Epha8,Efna3,Epha8,known,literature supported
Efna2_Epha8,Efna2,Epha8,known,literature supported
Efna5_Epha8,Efna5,Epha8,known,literature supported
Hrg_Fcgr1,Hrg,Fcgr1,novel,literature supported
Calm1_Pde1c,Calm1,Pde1c,known,EXCLUDED not ligand
Calm3_Pde1c,Calm3,Pde1c,known,EXCLUDED not ligand
Calm2_Pde1c,Calm2,Pde1c,known,EXCLUDED not ligand
Il16_Kcna3,Il16,Kcna3,novel,literature supported
Wnt3a_Ryk,Wnt3a,Ryk,novel,literature supported
Wnt5a_Ryk,Wnt5a,Ryk,known,literature supported
Wnt1_Ryk,Wnt1,Ryk,known,literature supported
Wnt3_Ryk,Wnt3,Ryk,known,literature supported
Shh_Lrp2,Shh,Lrp2,novel,literature supported
Apoe_Lrp2,Apoe,Lrp2,novel,literature supported
Alb_Lrp2,Alb,Lrp2,novel,literature supported
Lep_Lrp2,Lep,Lrp2,novel,putative
Cubn_Lrp2,Cubn,Lrp2,novel,literature supported
Plau_Lrp2,Plau,Lrp2,novel,literature supported
Serpine1_Lrp2,Serpine1,Lrp2,novel,literature supported
Ins1_Lrp2,Ins1,Lrp2,novel,literature supported
Ins2_Lrp2,Ins2,Lrp2,novel,literature supported
Agt_Lrp2,Agt,Lrp2,known,literature supported
Plg_Lrp2,Plg,Lrp2,novel,literature supported
Apob_Lrp2,Apob,Lrp2,novel,literature supported
Lrpap1_Lrp2,Lrpap1,Lrp2,novel,literature supported
Mdk_Lrp2,Mdk,Lrp2,novel,literature supported
Lpl_Lrp2,Lpl,Lrp2,novel,literature supported
Scgb1a1_Lrp2,Scgb1a1,Lrp2,novel,literature supported
Tg_Lrp2,Tg,Lrp2,novel,literature supported
Tcn2_Lrp2,Tcn2,Lrp2,novel,putative
Gnai2_Adora1,Gnai2,Adora1,novel,literature supported
Gnas_Adora1,Gnas,Adora1,novel,literature supported
Gnai2_Mtnr1a,Gnai2,Mtnr1a,novel,literature supported
Aanat_Mtnr1a,Aanat,Mtnr1a,known,literature supported
Calr_Mtnr1a,Calr,Mtnr1a,novel,literature supported
Rtn4_Rtn4r,Rtn4,Rtn4r,known,literature supported
Omg_Rtn4r,Omg,Rtn4r,novel,literature supported
Ltf_Gp9,Ltf,Gp9,novel,putative
F2_Gp9,F2,Gp9,novel,literature supported
Fgb_Itgav,Fgb,Itgav,novel,literature supported
Fga_Itgav,Fga,Itgav,novel,literature supported
Fgg_Itgav,Fgg,Itgav,novel,literature supported
Col4a1_Itgav,Col4a1,Itgav,novel,literature supported
Fn1_Itgav,Fn1,Itgav,novel,literature supported
Lama4_Itgav,Lama4,Itgav,novel,putative
Cyr61_Itgav,Cyr61,Itgav,novel,literature supported
Mfge8_Itgav,Mfge8,Itgav,novel,literature supported
Angptl3_Itgav,Angptl3,Itgav,novel,literature supported
Adam15_Itgav,Adam15,Itgav,novel,literature supported
Azgp1_Itgav,Azgp1,Itgav,novel,literature supported
Fbn1_Itgav,Fbn1,Itgav,novel,literature supported
Ibsp_Itgav,Ibsp,Itgav,novel,putative
Spp1_Itgav,Spp1,Itgav,known,literature supported
Plau_Itgav,Plau,Itgav,novel,putative
Serpine1_Itgav,Serpine1,Itgav,novel,putative
Col1a2_Itgav,Col1a2,Itgav,novel,putative
Col1a1_Itgav,Col1a1,Itgav,novel,putative
Lamb1_Itgav,Lamb1,Itgav,novel,putative
Lamc1_Itgav,Lamc1,Itgav,novel,putative
Tgfb1_Itgav,Tgfb1,Itgav,novel,literature supported
Pdgfb_Itgav,Pdgfb,Itgav,novel,putative
Nid1_Itgav,Nid1,Itgav,novel,literature supported
Adam9_Itgav,Adam9,Itgav,known,literature supported
Vtn_Itgav,Vtn,Itgav,novel,literature supported
Col4a3_Itgav,Col4a3,Itgav,novel,literature supported
L1cam_Itgav,L1cam,Itgav,novel,literature supported
Tnc_Itgav,Tnc,Itgav,novel,putative
Icam4_Itgav,Icam4,Itgav,known,literature supported
Edil3_Itgav,Edil3,Itgav,novel,literature supported
Calr_Itgav,Calr,Itgav,novel,literature supported
Col4a4_Itgav,Col4a4,Itgav,novel,putative
Vegfa_Itgav,Vegfa,Itgav,novel,putative
Col4a6_Itgav,Col4a6,Itgav,novel,putative
Col4a5_Itgav,Col4a5,Itgav,novel,putative
Hcrt_Hcrtr2,Hcrt,Hcrtr2,known,literature supported
Gnai2_Drd2,Gnai2,Drd2,novel,literature supported
Fn1_Flt4,Fn1,Flt4,novel,putative
Vegfc_Flt4,Vegfc,Flt4,known,literature supported
Pdgfc_Flt4,Pdgfc,Flt4,known,literature supported
Col1a2_Flt4,Col1a2,Flt4,novel,putative
Col1a1_Flt4,Col1a1,Flt4,novel,putative
Tph1_Htr7,Tph1,Htr7,known,EXCLUDED not ligand
Agrp_Mc3r,Agrp,Mc3r,known,literature supported
Pomc_Mc3r,Pomc,Mc3r,known,literature supported
a_Mc3r,a,Mc3r,novel,literature supported
Lgals3bp_Vangl1,Lgals3bp,Vangl1,novel,putative
Tph1_Htr1f,Tph1,Htr1f,known,EXCLUDED not ligand
Apoe_Lrp8,Apoe,Lrp8,known,literature supported
Reln_Lrp8,Reln,Lrp8,known,literature supported
Apob_Lrp8,Apob,Lrp8,novel,putative
Lrpap1_Lrp8,Lrpap1,Lrp8,novel,literature supported
Muc2_Agr2,Muc2,Agr2,novel,literature supported
Lypd3_Agr2,Lypd3,Agr2,novel,putative
Gnai2_Ednra,Gnai2,Ednra,novel,literature supported
Edn2_Ednra,Edn2,Ednra,known,literature supported
Lta_Ednra,Lta,Ednra,novel,putative
Edn3_Ednra,Edn3,Ednra,novel,literature supported
Edn1_Ednra,Edn1,Ednra,known,literature supported
Fgb_Itga5,Fgb,Itga5,novel,literature supported
Fga_Itga5,Fga,Itga5,novel,literature supported
Fgg_Itga5,Fgg,Itga5,novel,literature supported
Fn1_Itga5,Fn1,Itga5,known,literature supported
Cyr61_Itga5,Cyr61,Itga5,known,literature supported
Angptl3_Itga5,Angptl3,Itga5,novel,literature supported
Adam15_Itga5,Adam15,Itga5,known,literature supported
Fbn1_Itga5,Fbn1,Itga5,novel,literature supported
Spp1_Itga5,Spp1,Itga5,novel,literature supported
Plau_Itga5,Plau,Itga5,novel,putative
Col18a1_Itga5,Col18a1,Itga5,known,literature supported
Col1a1_Itga5,Col1a1,Itga5,novel,literature supported
Ctgf_Itga5,Ctgf,Itga5,novel,literature supported
Vtn_Itga5,Vtn,Itga5,known,literature supported
L1cam_Itga5,L1cam,Itga5,novel,literature supported
Tnc_Itga5,Tnc,Itga5,novel,literature supported
Angpt1_Itga5,Angpt1,Itga5,novel,literature supported
Adam17_Itga5,Adam17,Itga5,known,literature supported
Adam23_Itga5,Adam23,Itga5,known,literature supported
Amelx_Lamp1,Amelx,Lamp1,novel,literature supported
Shh_Ptch2,Shh,Ptch2,novel,literature supported
Dhh_Ptch2,Dhh,Ptch2,known,literature supported
Ihh_Ptch2,Ihh,Ptch2,novel,literature supported
Tgfb2_Tgfbr2,Tgfb2,Tgfbr2,known,literature supported
Cgn_Tgfbr2,Cgn,Tgfbr2,novel,putative
Tgfb3_Tgfbr2,Tgfb3,Tgfbr2,known,literature supported
Tgfb1_Tgfbr2,Tgfb1,Tgfbr2,known,literature supported
Uba52_Tgfbr2,Uba52,Tgfbr2,novel,EXCLUDED not ligand
Gm11808_Tgfbr2,Gm11808,Tgfbr2,novel,EXCLUDED not ligand
Ghrl_Ghrhr,Ghrl,Ghrhr,novel,literature supported
Ghrh_Ghrhr,Ghrh,Ghrhr,known,literature supported
Gm20425_Tfrc,Gm20425,Tfrc,known,literature supported
Trf_Tfrc,Trf,Tfrc,known,literature supported
Ltf_Tfrc,Ltf,Tfrc,novel,putative
B2m_Tfrc,B2m,Tfrc,novel,putative
Plau_Mrc2,Plau,Mrc2,novel,putative
Icam4_Rhag,Icam4,Rhag,novel,literature supported
Tnfsf8_Tnfrsf8,Tnfsf8,Tnfrsf8,known,literature supported
Sema7a_Plxnc1,Sema7a,Plxnc1,known,literature supported
H2-Bl_Kir3dl2,H2-Bl,Kir3dl2,known,literature supported
H2-Q2_Kir3dl2,H2-Q2,Kir3dl2,known,literature supported
H2-T23_Kir3dl2,H2-T23,Kir3dl2,known,literature supported
H2-K1_Kir3dl2,H2-K1,Kir3dl2,known,literature supported
H2-Q5_Kir3dl2,H2-Q5,Kir3dl2,known,literature supported
H2-M5_Kir3dl2,H2-M5,Kir3dl2,known,literature supported
H2-Q1_Kir3dl2,H2-Q1,Kir3dl2,known,literature supported
H2-M2_Kir3dl2,H2-M2,Kir3dl2,known,literature supported
H2-M11_Kir3dl2,H2-M11,Kir3dl2,known,literature supported
H2-D1_Kir3dl2,H2-D1,Kir3dl2,known,literature supported
H2-Q6_Kir3dl2,H2-Q6,Kir3dl2,known,literature supported
H2-Q7_Kir3dl2,H2-Q7,Kir3dl2,known,literature supported
H2-Q4_Kir3dl2,H2-Q4,Kir3dl2,known,literature supported
Gm8909_Kir3dl2,Gm8909,Kir3dl2,known,literature supported
Gm7030_Kir3dl2,Gm7030,Kir3dl2,known,literature supported
H2-M3_Kir3dl2,H2-M3,Kir3dl2,known,literature supported
H2-M9_Kir3dl2,H2-M9,Kir3dl2,known,literature supported
H2-M1_Kir3dl2,H2-M1,Kir3dl2,known,literature supported
H2-Q10_Kir3dl2,H2-Q10,Kir3dl2,known,literature supported
Gm11127_Kir3dl2,Gm11127,Kir3dl2,known,literature supported
H2-T3_Kir3dl2,H2-T3,Kir3dl2,known,literature supported
H2-Bl_Kir3dl1,H2-Bl,Kir3dl1,known,literature supported
H2-Q2_Kir3dl1,H2-Q2,Kir3dl1,known,literature supported
H2-T23_Kir3dl1,H2-T23,Kir3dl1,known,literature supported
H2-K1_Kir3dl1,H2-K1,Kir3dl1,known,literature supported
H2-Q5_Kir3dl1,H2-Q5,Kir3dl1,known,literature supported
H2-M5_Kir3dl1,H2-M5,Kir3dl1,known,literature supported
H2-Q1_Kir3dl1,H2-Q1,Kir3dl1,known,literature supported
H2-M2_Kir3dl1,H2-M2,Kir3dl1,known,literature supported
H2-M11_Kir3dl1,H2-M11,Kir3dl1,known,literature supported
H2-D1_Kir3dl1,H2-D1,Kir3dl1,known,literature supported
H2-Q6_Kir3dl1,H2-Q6,Kir3dl1,known,literature supported
H2-Q7_Kir3dl1,H2-Q7,Kir3dl1,known,literature supported
H2-Q4_Kir3dl1,H2-Q4,Kir3dl1,known,literature supported
Gm8909_Kir3dl1,Gm8909,Kir3dl1,known,literature supported
Gm7030_Kir3dl1,Gm7030,Kir3dl1,known,literature supported
H2-M3_Kir3dl1,H2-M3,Kir3dl1,known,literature supported
H2-M9_Kir3dl1,H2-M9,Kir3dl1,known,literature supported
H2-M1_Kir3dl1,H2-M1,Kir3dl1,known,literature supported
H2-Q10_Kir3dl1,H2-Q10,Kir3dl1,known,literature supported
Gm11127_Kir3dl1,Gm11127,Kir3dl1,known,literature supported
H2-T3_Kir3dl1,H2-T3,Kir3dl1,known,literature supported
F11_Gp1ba,F11,Gp1ba,novel,literature supported
F12_Gp1ba,F12,Gp1ba,novel,literature supported
Kng2_Gp1ba,Kng2,Gp1ba,novel,literature supported
Kng1_Gp1ba,Kng1,Gp1ba,novel,literature supported
F2_Gp1ba,F2,Gp1ba,novel,literature supported
Vwf_Gp1ba,Vwf,Gp1ba,novel,literature supported
Tnf_Tnfrsf1b,Tnf,Tnfrsf1b,known,literature supported
Lta_Tnfrsf1b,Lta,Tnfrsf1b,known,literature supported
Omg_Tnfrsf1b,Omg,Tnfrsf1b,known,literature supported
Npy_Npy1r,Npy,Npy1r,known,literature supported
Ppy_Npy1r,Ppy,Npy1r,novel,putative
Pyy_Npy1r,Pyy,Npy1r,known,literature supported
Mfge8_Pdgfrb,Mfge8,Pdgfrb,novel,literature supported
Pdgfc_Pdgfrb,Pdgfc,Pdgfrb,novel,putative
Pdgfb_Pdgfrb,Pdgfb,Pdgfrb,known,literature supported
Pdap1_Pdgfrb,Pdap1,Pdgfrb,novel,literature supported
Krtap4-2_Pdgfrb,Krtap4-2,Pdgfrb,novel,literature supported
Krtap4-7_Pdgfrb,Krtap4-7,Pdgfrb,novel,literature supported
Gm11555_Pdgfrb,Gm11555,Pdgfrb,novel,literature supported
Krtap4-1_Pdgfrb,Krtap4-1,Pdgfrb,novel,literature supported
Gm11563_Pdgfrb,Gm11563,Pdgfrb,novel,literature supported
Pdgfd_Pdgfrb,Pdgfd,Pdgfrb,known,literature supported
Pdgfa_Pdgfrb,Pdgfa,Pdgfrb,novel,putative
Calm1_Adcyap1r1,Calm1,Adcyap1r1,novel,EXCLUDED not ligand
Calm3_Adcyap1r1,Calm3,Adcyap1r1,novel,EXCLUDED not ligand
Adcyap1_Adcyap1r1,Adcyap1,Adcyap1r1,known,literature supported
Vip_Adcyap1r1,Vip,Adcyap1r1,known,literature supported
Npy_Npy5r,Npy,Npy5r,known,literature supported
Ppy_Npy5r,Ppy,Npy5r,known,literature supported
Pyy_Npy5r,Pyy,Npy5r,known,literature supported
Farp2_Plxna4,Farp2,Plxna4,novel,putative
Sema3a_Plxna4,Sema3a,Plxna4,known,literature supported
Sema6a_Plxna4,Sema6a,Plxna4,novel,literature supported
Col2a1_Itga10,Col2a1,Itga10,known,literature supported
Gnai2_Tshr,Gnai2,Tshr,novel,literature supported
Gnas_Tshr,Gnas,Tshr,novel,literature supported
Fn1_Tshr,Fn1,Tshr,novel,literature supported
Tshb_Tshr,Tshb,Tshr,known,literature supported
Gpha2_Tshr,Gpha2,Tshr,known,literature supported
Cga_Tshr,Cga,Tshr,known,literature supported
Calr_Tshr,Calr,Tshr,novel,literature supported
Gnai2_S1pr3,Gnai2,S1pr3,novel,putative
Bmp2_Hfe2,Bmp2,Hfe2,novel,literature supported
Bmp5_Hfe2,Bmp5,Hfe2,novel,putative
Rgma_Hfe2,Rgma,Hfe2,novel,putative
Bmp4_Hfe2,Bmp4,Hfe2,novel,putative
Rgmb_Hfe2,Rgmb,Hfe2,novel,putative
Fst_Hfe2,Fst,Hfe2,novel,putative
Cxcl13_Cxcr5,Cxcl13,Cxcr5,known,literature supported
Flt3l_Flt3,Flt3l,Flt3,known,literature supported
Col4a1_Cd47,Col4a1,Cd47,novel,putative
Thbs2_Cd47,Thbs2,Cd47,known,literature supported
Vtn_Cd47,Vtn,Cd47,novel,putative
Col4a3_Cd47,Col4a3,Cd47,novel,literature supported
Col4a4_Cd47,Col4a4,Cd47,novel,putative
Col4a6_Cd47,Col4a6,Cd47,novel,putative
Thbs1_Cd47,Thbs1,Cd47,known,literature supported
Col4a5_Cd47,Col4a5,Cd47,novel,putative
Ptdss1_Jmjd6,Ptdss1,Jmjd6,known,literature supported
Ntn1_Unc5c,Ntn1,Unc5c,known,literature supported
Calm1_Ptpra,Calm1,Ptpra,novel,EXCLUDED not ligand
Calm3_Ptpra,Calm3,Ptpra,novel,EXCLUDED not ligand
Ncam1_Ptpra,Ncam1,Ptpra,novel,putative
Ecm1_Cachd1,Ecm1,Cachd1,novel,putative
Hhipl2_Cachd1,Hhipl2,Cachd1,novel,putative
Lta_Cachd1,Lta,Cachd1,novel,putative
Gnai2_P2ry12,Gnai2,P2ry12,novel,literature supported
Kng2_Bdkrb1,Kng2,Bdkrb1,known,literature supported
Kng1_Bdkrb1,Kng1,Bdkrb1,known,literature supported
Ltbp3_Itgb5,Ltbp3,Itgb5,novel,literature supported
Ltbp1_Itgb5,Ltbp1,Itgb5,novel,literature supported
Itgb3bp_Itgb5,Itgb3bp,Itgb5,novel,literature supported
Cyr61_Itgb5,Cyr61,Itgb5,novel,literature supported
Plau_Itgb5,Plau,Itgb5,novel,putative
Serpine1_Itgb5,Serpine1,Itgb5,novel,putative
Sorbs1_Itgb5,Sorbs1,Itgb5,novel,putative
Adam9_Itgb5,Adam9,Itgb5,known,literature supported
Vtn_Itgb5,Vtn,Itgb5,novel,putative
Edil3_Itgb5,Edil3,Itgb5,novel,putative
Efna4_Epha3,Efna4,Epha3,known,literature supported
Efna1_Epha3,Efna1,Epha3,known,literature supported
Efna3_Epha3,Efna3,Epha3,known,literature supported
Efnb2_Epha3,Efnb2,Epha3,novel,literature supported
Efna2_Epha3,Efna2,Epha3,known,literature supported
Adam10_Epha3,Adam10,Epha3,novel,literature supported
Efna5_Epha3,Efna5,Epha3,known,literature supported
Gdf11_Acvr1b,Gdf11,Acvr1b,known,literature supported
Inhbe_Acvr1b,Inhbe,Acvr1b,novel,putative
Nodal_Acvr1b,Nodal,Acvr1b,known,literature supported
Inhbc_Acvr1b,Inhbc,Acvr1b,known,literature supported
Inhba_Acvr1b,Inhba,Acvr1b,known,literature supported
Tdgf1_Acvr1b,Tdgf1,Acvr1b,novel,literature supported
Gdf10_Acvr1b,Gdf10,Acvr1b,novel,putative
Inhbb_Acvr1b,Inhbb,Acvr1b,known,literature supported
Inha_Acvr1b,Inha,Acvr1b,known,putative
Plg_Flt1,Plg,Flt1,novel,putative
Pigf_Flt1,Pigf,Flt1,novel,literature supported
Vegfc_Flt1,Vegfc,Flt1,novel,putative
Pdgfc_Flt1,Pdgfc,Flt1,novel,putative
Vegfa_Flt1,Vegfa,Flt1,known,literature supported
Vegfb_Flt1,Vegfb,Flt1,known,literature supported
