pairname,ligand,receptor,Pair.Source,Pair.Evidence
PROC_PROCR,PROC,PROCR,known,literature supported
PROC_THBD,PROC,THBD,novel,literature supported
PROK1_PROKR1,PROK1,PROKR1,known,literature supported
PROK1_PROKR2,PROK1,PROKR2,known,literature supported
PROK2_PROKR1,PROK2,PROKR1,known,literature supported
PROK2_PROKR2,PROK2,PROKR2,known,literature supported
PROS1_AXL,PROS1,AXL,known,literature supported
PROS1_TYRO3,PROS1,TYRO3,known,literature supported
PRSS23_TMEM222,PRSS23,TMEM222,novel,literature supported
PSAP_CD1B,PSAP,CD1B,novel,literature supported
PSAP_CELSR1,PSAP,CELSR1,novel,literature supported
PSAP_GPR37,PSAP,GPR37,known,literature supported
PSAP_GPR37L1,PSAP,GPR37L1,known,literature supported
PSAP_LRP1,PSAP,LRP1,known,literature supported
PSAP_SORT1,PSAP,SORT1,novel,putative
PSEN1_CD44,PSEN1,CD44,novel,putative
PSEN1_NCSTN,PSEN1,NCSTN,known,literature supported
PSEN1_NOTCH1,PSEN1,NOTCH1,novel,literature supported
PSEN1_NOTCH2,PSEN1,NOTCH2,novel,literature supported
PSEN1_NOTCH3,PSEN1,NOTCH3,novel,literature supported
PSEN1_NOTCH4,PSEN1,NOTCH4,novel,literature supported
PSPN_GFRA1,PSPN,GFRA1,novel,literature supported
PSPN_GFRA4,PSPN,GFRA4,known,literature supported
PSPN_RET,PSPN,RET,known,literature supported
PSPN_SDC3,PSPN,SDC3,novel,putative
PTDSS1_JMJD6,PTDSS1,JMJD6,known,literature supported
PTDSS1_SCARB1,PTDSS1,SCARB1,known,literature supported
PTGS2_ALOX5,PTGS2,ALOX5,novel,EXCLUDED not receptor
PTGS2_CAV1,PTGS2,CAV1,novel,literature supported
PTGS2_PTGDR2,PTGS2,PTGDR2,known,literature supported
PTH2_PTH1R,PTH2,PTH1R,known,literature supported
PTH2_PTH2R,PTH2,PTH2R,known,literature supported
PTHLH_PRLHR,PTHLH,PRLHR,known,literature supported
PTHLH_PTH1R,PTHLH,PTH1R,known,literature supported
PTHLH_PTH2R,PTHLH,PTH2R,known,literature supported
PTH_PTH1R,PTH,PTH1R,known,literature supported
PTH_PTH2R,PTH,PTH2R,known,literature supported
PTMA_VIPR1,PTMA,VIPR1,novel,literature supported
PTN_ALK,PTN,ALK,novel,literature supported
PTN_CDH10,PTN,CDH10,novel,literature supported
PTN_PLXNB2,PTN,PLXNB2,novel,literature supported
PTN_PTPRB,PTN,PTPRB,known,literature supported
PTN_PTPRS,PTN,PTPRS,novel,literature supported
PTN_PTPRZ1,PTN,PTPRZ1,known,literature supported
PTN_SDC1,PTN,SDC1,novel,literature supported
PTN_SDC3,PTN,SDC3,novel,literature supported
PYY_FAP,PYY,FAP,novel,literature supported
PYY_NPY1R,PYY,NPY1R,known,literature supported
PYY_NPY2R,PYY,NPY2R,known,literature supported
PYY_NPY4R,PYY,NPY4R,known,literature supported
PYY_NPY5R,PYY,NPY5R,known,literature supported
QDPR_DYSF,QDPR,DYSF,novel,putative
QRFP_P2RY14,QRFP,P2RY14,known,literature supported
QRFP_QRFPR,QRFP,QRFPR,known,literature supported
RAET1E_KLRK1,RAET1E,KLRK1,novel,literature supported
RARRES2_CCRL2,RARRES2,CCRL2,novel,literature supported
RARRES2_CMKLR1,RARRES2,CMKLR1,known,literature supported
RARRES2_GPR1,RARRES2,GPR1,known,literature supported
RBP3_NOTCH1,RBP3,NOTCH1,novel,literature supported
RBP4_STRA6,RBP4,STRA6,novel,literature supported
RELN_ITGA3,RELN,ITGA3,known,literature supported
RELN_ITGB1,RELN,ITGB1,known,literature supported
RELN_LRP8,RELN,LRP8,known,literature supported
RELN_VLDLR,RELN,VLDLR,known,literature supported
REN_ASIC3,REN,ASIC3,novel,putative
REN_ATP6AP2,REN,ATP6AP2,known,literature supported
RGMA_BMPR1B,RGMA,BMPR1B,novel,putative
RGMA_BMPR2,RGMA,BMPR2,novel,putative
RGMA_HFE2,RGMA,HFE2,novel,putative
RGMA_NEO1,RGMA,NEO1,known,literature supported
RGMB_BMPR1B,RGMB,BMPR1B,novel,putative
RGMB_BMPR2,RGMB,BMPR2,novel,putative
RGMB_HFE2,RGMB,HFE2,novel,putative
RGMB_NEO1,RGMB,NEO1,novel,literature supported
RIMS1_CACNA1C,RIMS1,CACNA1C,novel,literature supported
RIMS1_SLC17A7,RIMS1,SLC17A7,novel,putative
RIMS1_SLC18A2,RIMS1,SLC18A2,novel,putative
RIMS1_SLC18A3,RIMS1,SLC18A3,novel,putative
RIMS2_ABCA1,RIMS2,ABCA1,novel,literature supported
RLN1_RXFP1,RLN1,RXFP1,known,literature supported
RLN1_RXFP2,RLN1,RXFP2,known,literature supported
RLN2_RXFP1,RLN2,RXFP1,known,literature supported
RLN2_RXFP2,RLN2,RXFP2,known,literature supported
RLN3_RXFP1,RLN3,RXFP1,known,literature supported
RLN3_RXFP2,RLN3,RXFP2,known,literature supported
RLN3_RXFP3,RLN3,RXFP3,known,literature supported
RLN3_RXFP4,RLN3,RXFP4,known,literature supported
RNASE2_TLR2,RNASE2,TLR2,novel,literature supported
RPH3A_NRXN1,RPH3A,NRXN1,novel,literature supported
RPS19_C5AR1,RPS19,C5AR1,known,literature supported
RSPO1_FZD8,RSPO1,FZD8,novel,putative
RSPO1_LGR4,RSPO1,LGR4,known,literature supported
RSPO1_LGR5,RSPO1,LGR5,known,literature supported
RSPO1_LGR6,RSPO1,LGR6,known,literature supported
RSPO1_LRP6,RSPO1,LRP6,known,literature supported
RSPO1_ZNRF3,RSPO1,ZNRF3,novel,literature supported
RSPO2_LGR4,RSPO2,LGR4,known,literature supported
RSPO2_LGR5,RSPO2,LGR5,known,literature supported
RSPO2_LGR6,RSPO2,LGR6,known,literature supported
RSPO3_FZD8,RSPO3,FZD8,novel,literature supported
RSPO3_LGR4,RSPO3,LGR4,known,literature supported
RSPO3_LGR5,RSPO3,LGR5,known,literature supported
RSPO3_LGR6,RSPO3,LGR6,known,literature supported
RSPO3_LRP6,RSPO3,LRP6,novel,literature supported
RSPO3_SDC4,RSPO3,SDC4,novel,literature supported
RSPO4_LGR4,RSPO4,LGR4,known,literature supported
RSPO4_LGR5,RSPO4,LGR5,known,literature supported
RSPO4_LGR6,RSPO4,LGR6,known,literature supported
RTN4_CNTNAP1,RTN4,CNTNAP1,novel,literature supported
RTN4_GJB2,RTN4,GJB2,novel,putative
RTN4_LINGO1,RTN4,LINGO1,known,literature supported
RTN4_NGFR,RTN4,NGFR,novel,putative
RTN4_RTN4R,RTN4,RTN4R,known,literature supported
RTN4_RTN4RL1,RTN4,RTN4RL1,novel,putative
RTN4_TNFRSF19,RTN4,TNFRSF19,known,literature supported
S100A8_TLR4,S100A8,TLR4,novel,literature supported
S100A9_TLR4,S100A9,TLR4,novel,literature supported
SAA1_FPR1,SAA1,FPR1,novel,literature supported
SAA1_FPR2,SAA1,FPR2,known,literature supported
SAA1_SCARB1,SAA1,SCARB1,novel,putative
SCGB1A1_LMBR1L,SCGB1A1,LMBR1L,novel,literature supported
SCGB1A1_LRP2,SCGB1A1,LRP2,novel,literature supported
SCGB3A1_MARCO,SCGB3A1,MARCO,novel,literature supported
SCGB3A2_MARCO,SCGB3A2,MARCO,novel,literature supported
SCT_SCTR,SCT,SCTR,known,literature supported
SCT_VIPR1,SCT,VIPR1,novel,literature supported
SCT_VIPR2,SCT,VIPR2,novel,literature supported
SELPLG_ESAM,SELPLG,ESAM,novel,putative
SELPLG_ITGAM,SELPLG,ITGAM,novel,putative
SELPLG_ITGB2,SELPLG,ITGB2,novel,putative
SELPLG_SELE,SELPLG,SELE,known,literature supported
SELPLG_SELL,SELPLG,SELL,novel,literature supported
SELPLG_SELP,SELPLG,SELP,known,literature supported
SEMA3A_NRP1,SEMA3A,NRP1,known,literature supported
SEMA3A_NRP2,SEMA3A,NRP2,novel,literature supported
SEMA3A_PLXNA1,SEMA3A,PLXNA1,known,literature supported
SEMA3A_PLXNA2,SEMA3A,PLXNA2,known,literature supported
SEMA3A_PLXNA3,SEMA3A,PLXNA3,novel,putative
SEMA3A_PLXNA4,SEMA3A,PLXNA4,known,literature supported
SEMA3B_NRP1,SEMA3B,NRP1,known,literature supported
SEMA3B_NRP2,SEMA3B,NRP2,novel,literature supported
SEMA3C_NRP1,SEMA3C,NRP1,novel,literature supported
SEMA3C_NRP2,SEMA3C,NRP2,known,literature supported
SEMA3C_PLXND1,SEMA3C,PLXND1,novel,literature supported
SEMA3D_NRP1,SEMA3D,NRP1,novel,literature supported
SEMA3E_NRP1,SEMA3E,NRP1,novel,putative
SEMA3E_PLXND1,SEMA3E,PLXND1,known,literature supported
SEMA3F_NRP1,SEMA3F,NRP1,novel,literature supported
SEMA3F_NRP2,SEMA3F,NRP2,known,literature supported
SEMA3F_PLXNA1,SEMA3F,PLXNA1,novel,putative
SEMA3F_PLXNA3,SEMA3F,PLXNA3,known,literature supported
SEMA3G_NRP2,SEMA3G,NRP2,novel,literature supported
SEMA4A_PLXND1,SEMA4A,PLXND1,novel,literature supported
SEMA4B_DCBLD2,SEMA4B,DCBLD2,novel,literature supported
SEMA4C_PLXNB2,SEMA4C,PLXNB2,novel,literature supported
SEMA4D_CD72,SEMA4D,CD72,novel,literature supported
SEMA4D_ERBB2,SEMA4D,ERBB2,novel,literature supported
SEMA4D_MET,SEMA4D,MET,known,literature supported
SEMA4D_PLXNB1,SEMA4D,PLXNB1,known,literature supported
SEMA4D_PLXNB2,SEMA4D,PLXNB2,known,literature supported
SEMA4F_NRP2,SEMA4F,NRP2,novel,literature supported
SEMA4G_PLXNB2,SEMA4G,PLXNB2,novel,literature supported
SEMA5A_MET,SEMA5A,MET,known,literature supported
SEMA5A_PLXNB3,SEMA5A,PLXNB3,known,literature supported
SEMA6A_PLXNA2,SEMA6A,PLXNA2,novel,literature supported
SEMA6A_PLXNA4,SEMA6A,PLXNA4,novel,literature supported
SEMA6D_KDR,SEMA6D,KDR,known,literature supported
SEMA6D_PLXNA1,SEMA6D,PLXNA1,known,literature supported
SEMA6D_TREM2,SEMA6D,TREM2,novel,literature supported
SEMA6D_TYROBP,SEMA6D,TYROBP,novel,literature supported
SEMA7A_ITGA1,SEMA7A,ITGA1,novel,literature supported
SEMA7A_ITGB1,SEMA7A,ITGB1,novel,literature supported
SEMA7A_PLXNC1,SEMA7A,PLXNC1,known,literature supported
SERPINA1_LRP1,SERPINA1,LRP1,known,literature supported
SERPINA7_SLC16A2,SERPINA7,SLC16A2,novel,literature supported
SERPINC1_GPC1,SERPINC1,GPC1,novel,putative
SERPINC1_LRP1,SERPINC1,LRP1,known,literature supported
SERPINC1_SDC2,SERPINC1,SDC2,novel,literature supported
SERPINE1_ITGAV,SERPINE1,ITGAV,novel,putative
SERPINE1_ITGB5,SERPINE1,ITGB5,novel,putative
SERPINE1_LRP1,SERPINE1,LRP1,known,literature supported
SERPINE1_LRP2,SERPINE1,LRP2,novel,literature supported
SERPINE1_PLAUR,SERPINE1,PLAUR,novel,putative
SERPINE2_LRP1,SERPINE2,LRP1,known,literature supported
SERPING1_LRP1,SERPING1,LRP1,known,literature supported
SERPING1_SELE,SERPING1,SELE,novel,literature supported
SERPING1_SELP,SERPING1,SELP,novel,literature supported
SFRP1_FZD2,SFRP1,FZD2,novel,literature supported
SFRP1_FZD6,SFRP1,FZD6,novel,literature supported
SFTPA1_TLR2,SFTPA1,TLR2,novel,literature supported
SFTPA2_CD93,SFTPA2,CD93,novel,literature supported
SFTPD_LY96,SFTPD,LY96,novel,putative
SFTPD_TLR4,SFTPD,TLR4,novel,putative
SHANK1_ABCA1,SHANK1,ABCA1,novel,literature supported
SHANK1_BAI2,SHANK1,BAI2,novel,literature supported
SHANK1_LPHN1,SHANK1,LPHN1,known,literature supported
SHANK1_LPHN2,SHANK1,LPHN2,novel,literature supported
SHANK1_SSTR2,SHANK1,SSTR2,novel,literature supported
SHBG_CD177,SHBG,CD177,novel,literature supported
SHBG_CLDN4,SHBG,CLDN4,novel,literature supported
SHBG_SLC37A1,SHBG,SLC37A1,novel,literature supported
SHH_BOC,SHH,BOC,known,literature supported
SHH_CDON,SHH,CDON,known,literature supported
SHH_GPC5,SHH,GPC5,novel,literature supported
SHH_HHIP,SHH,HHIP,known,literature supported
SHH_LRP2,SHH,LRP2,novel,literature supported
SHH_PTCH1,SHH,PTCH1,known,literature supported
SHH_PTCH2,SHH,PTCH2,novel,literature supported
SHH_SMO,SHH,SMO,known,literature supported
SLIT1_GPC1,SLIT1,GPC1,known,literature supported
SLIT1_ROBO1,SLIT1,ROBO1,known,literature supported
SLIT1_SDC1,SLIT1,SDC1,known,literature supported
SLIT2_DCC,SLIT2,DCC,novel,putative
SLIT2_GPC1,SLIT2,GPC1,known,literature supported
SLIT2_ROBO1,SLIT2,ROBO1,known,literature supported
SLIT2_ROBO2,SLIT2,ROBO2,known,literature supported
SLIT2_ROBO4,SLIT2,ROBO4,known,literature supported
SLIT2_SDC1,SLIT2,SDC1,known,literature supported
SLIT3_ROBO2,SLIT3,ROBO2,novel,literature supported
SLPI_CD4,SLPI,CD4,novel,putative
SORBS1_INSR,SORBS1,INSR,novel,literature supported
SORBS1_ITGA1,SORBS1,ITGA1,novel,putative
SORBS1_ITGB5,SORBS1,ITGB5,novel,putative
SOST_LRP5,SOST,LRP5,known,literature supported
SOST_LRP6,SOST,LRP6,known,literature supported
SPINK1_EGFR,SPINK1,EGFR,novel,literature supported
SPINK1_NRSN1,SPINK1,NRSN1,novel,literature supported
SPINT1_ST14,SPINT1,ST14,novel,literature supported
SPON2_ITGAM,SPON2,ITGAM,novel,putative
SPON2_ITGB2,SPON2,ITGB2,novel,putative
SPP1_CD44,SPP1,CD44,known,literature supported
SPP1_ITGA4,SPP1,ITGA4,novel,literature supported
SPP1_ITGA5,SPP1,ITGA5,novel,literature supported
SPP1_ITGA9,SPP1,ITGA9,novel,literature supported
SPP1_ITGAV,SPP1,ITGAV,known,literature supported
SPP1_ITGB1,SPP1,ITGB1,novel,literature supported
SPP1_S1PR1,SPP1,S1PR1,novel,literature supported
SST_SSTR1,SST,SSTR1,known,literature supported
SST_SSTR2,SST,SSTR2,known,literature supported
SST_SSTR3,SST,SSTR3,known,literature supported
SST_SSTR4,SST,SSTR4,known,literature supported
SST_SSTR5,SST,SSTR5,known,literature supported
SYTL3_NRXN1,SYTL3,NRXN1,novel,literature supported
TAC1_TACR1,TAC1,TACR1,known,literature supported
TAC1_TACR2,TAC1,TACR2,known,literature supported
TAC1_TACR3,TAC1,TACR3,known,literature supported
TAC3_TACR1,TAC3,TACR1,known,literature supported
TAC3_TACR2,TAC3,TACR2,known,literature supported
TAC3_TACR3,TAC3,TACR3,known,literature supported
TAC4_TACR1,TAC4,TACR1,known,literature supported
TAC4_TACR2,TAC4,TACR2,novel,literature supported
TAC4_TACR3,TAC4,TACR3,known,literature supported
TCN2_CNR1,TCN2,CNR1,novel,putative
TCN2_LRP2,TCN2,LRP2,novel,putative
TCTN1_TMEM67,TCTN1,TMEM67,novel,literature supported
TDGF1_ACVR1B,TDGF1,ACVR1B,novel,literature supported
TDGF1_ACVR1C,TDGF1,ACVR1C,novel,literature supported
TDGF1_ACVR2A,TDGF1,ACVR2A,known,literature supported
TDGF1_ACVR2B,TDGF1,ACVR2B,novel,putative
TDGF1_GPC1,TDGF1,GPC1,novel,putative
TFPI_F3,TFPI,F3,novel,putative
TFPI_LRP1,TFPI,LRP1,known,literature supported
TFPI_SDC4,TFPI,SDC4,novel,putative
TFPI_VLDLR,TFPI,VLDLR,known,literature supported
TF_GPR162,TF,GPR162,novel,putative
TF_TFR2,TF,TFR2,novel,literature supported
TF_TFRC,TF,TFRC,known,literature supported
TGFA_EGFR,TGFA,EGFR,known,literature supported
TGFA_ERBB2,TGFA,ERBB2,novel,literature supported
TGFA_ERBB3,TGFA,ERBB3,novel,putative
TGFA_ERBB4,TGFA,ERBB4,novel,literature supported
TGFB1_ACVRL1,TGFB1,ACVRL1,known,literature supported
TGFB1_CAV1,TGFB1,CAV1,novel,putative
TGFB1_CD109,TGFB1,CD109,novel,putative
TGFB1_CXCR4,TGFB1,CXCR4,novel,putative
TGFB1_ENG,TGFB1,ENG,novel,literature supported
TGFB1_ITGAV,TGFB1,ITGAV,novel,literature supported
TGFB1_ITGB6,TGFB1,ITGB6,novel,literature supported
TGFB1_ITGB8,TGFB1,ITGB8,novel,literature supported
TGFB1_SDC2,TGFB1,SDC2,novel,literature supported
TGFB1_TGFBR1,TGFB1,TGFBR1,known,literature supported
TGFB1_TGFBR2,TGFB1,TGFBR2,known,literature supported
TGFB1_TGFBR3,TGFB1,TGFBR3,known,literature supported
TGFB2_ACVR1,TGFB2,ACVR1,novel,putative
TGFB2_ENG,TGFB2,ENG,novel,literature supported
TGFB2_TGFBR1,TGFB2,TGFBR1,known,literature supported
TGFB2_TGFBR2,TGFB2,TGFBR2,known,literature supported
TGFB2_TGFBR3,TGFB2,TGFBR3,known,literature supported
TGFB3_ACVRL1,TGFB3,ACVRL1,known,literature supported
TGFB3_ENG,TGFB3,ENG,novel,literature supported
TGFB3_TGFBR1,TGFB3,TGFBR1,known,literature supported
TGFB3_TGFBR2,TGFB3,TGFBR2,known,literature supported
TGFB3_TGFBR3,TGFB3,TGFBR3,known,literature supported
TGM2_GPR56,TGM2,GPR56,known,literature supported
TGM2_ITGA4,TGM2,ITGA4,novel,putative
TGM2_ITGA9,TGM2,ITGA9,novel,putative
TGM2_ITGB1,TGM2,ITGB1,novel,literature supported
TGM2_ITGB3,TGM2,ITGB3,novel,literature supported
TGM2_SDC4,TGM2,SDC4,novel,literature supported
TGM2_TBXA2R,TGM2,TBXA2R,novel,putative
TG_ASGR1,TG,ASGR1,novel,literature supported
TG_LRP2,TG,LRP2,novel,literature supported
THBS1_CD36,THBS1,CD36,known,literature supported
THBS1_CD47,THBS1,CD47,known,literature supported
THBS1_ITGA2B,THBS1,ITGA2B,novel,literature supported
THBS1_ITGA3,THBS1,ITGA3,novel,literature supported
THBS1_ITGA4,THBS1,ITGA4,novel,literature supported
THBS1_ITGA6,THBS1,ITGA6,novel,literature supported
THBS1_ITGB1,THBS1,ITGB1,novel,literature supported
THBS1_ITGB3,THBS1,ITGB3,novel,literature supported
THBS1_LRP1,THBS1,LRP1,novel,literature supported
THBS1_LRP5,THBS1,LRP5,novel,literature supported
THBS1_SCARB1,THBS1,SCARB1,novel,putative
THBS1_SDC1,THBS1,SDC1,known,literature supported
THBS1_SDC4,THBS1,SDC4,novel,putative
THBS1_TNFRSF11B,THBS1,TNFRSF11B,novel,literature supported
THBS2_CD47,THBS2,CD47,known,literature supported
THBS2_ITGA4,THBS2,ITGA4,novel,literature supported
THBS2_ITGA6,THBS2,ITGA6,novel,literature supported
THBS2_ITGB1,THBS2,ITGB1,novel,literature supported
THBS2_NOTCH3,THBS2,NOTCH3,novel,literature supported
THBS2_NOTCH4,THBS2,NOTCH4,novel,putative
THPO_MPL,THPO,MPL,known,literature supported
THPO_SIRPB1,THPO,SIRPB1,novel,putative
TIMP1_CD63,TIMP1,CD63,novel,literature supported
TIMP2_ITGA3,TIMP2,ITGA3,novel,literature supported
TIMP2_ITGB1,TIMP2,ITGB1,novel,literature supported
TIMP3_AGTR2,TIMP3,AGTR2,novel,literature supported
TIMP3_KDR,TIMP3,KDR,novel,literature supported
TNC_CNTN1,TNC,CNTN1,novel,literature supported
TNC_EGFR,TNC,EGFR,novel,literature supported
TNC_ITGA2,TNC,ITGA2,novel,putative
TNC_ITGA5,TNC,ITGA5,novel,literature supported
TNC_ITGA7,TNC,ITGA7,novel,literature supported
TNC_ITGA8,TNC,ITGA8,novel,putative
TNC_ITGA9,TNC,ITGA9,novel,putative
TNC_ITGAV,TNC,ITGAV,novel,putative
TNC_ITGB1,TNC,ITGB1,novel,literature supported
TNC_NT5E,TNC,NT5E,novel,putative
TNC_PTPRB,TNC,PTPRB,novel,literature supported
TNC_PTPRZ1,TNC,PTPRZ1,novel,putative
TNC_SDC1,TNC,SDC1,novel,putative
TNC_SDC4,TNC,SDC4,novel,putative
TNFSF10_TNFRSF10A,TNFSF10,TNFRSF10A,known,literature supported
TNFSF10_TNFRSF10B,TNFSF10,TNFRSF10B,known,literature supported
TNFSF10_TNFRSF10C,TNFSF10,TNFRSF10C,known,literature supported
TNFSF10_TNFRSF10D,TNFSF10,TNFRSF10D,known,literature supported
TNFSF10_TNFRSF11B,TNFSF10,TNFRSF11B,known,literature supported
TNFSF11_TNFRSF11A,TNFSF11,TNFRSF11A,known,literature supported
TNFSF11_TNFRSF11B,TNFSF11,TNFRSF11B,known,literature supported
TNFSF12_TNFRSF12A,TNFSF12,TNFRSF12A,known,literature supported
TNFSF12_TNFRSF25,TNFSF12,TNFRSF25,known,literature supported
TNFSF13B_TNFRSF13B,TNFSF13B,TNFRSF13B,known,literature supported
TNFSF13B_TNFRSF13C,TNFSF13B,TNFRSF13C,known,literature supported
TNFSF13B_TNFRSF17,TNFSF13B,TNFRSF17,known,literature supported
TNFSF13_FAS,TNFSF13,FAS,novel,literature supported
TNFSF13_SDC2,TNFSF13,SDC2,novel,literature supported
TNFSF13_TNFRSF11B,TNFSF13,TNFRSF11B,novel,literature supported
TNFSF13_TNFRSF13B,TNFSF13,TNFRSF13B,known,literature supported
TNFSF13_TNFRSF14,TNFSF13,TNFRSF14,novel,literature supported
TNFSF13_TNFRSF17,TNFSF13,TNFRSF17,known,literature supported
TNFSF13_TNFRSF1A,TNFSF13,TNFRSF1A,novel,literature supported
TNFSF14_LTBR,TNFSF14,LTBR,known,literature supported
TNFSF14_TNFRSF14,TNFSF14,TNFRSF14,known,literature supported
TNFSF14_TNFRSF6B,TNFSF14,TNFRSF6B,known,literature supported
TNFSF15_TNFRSF25,TNFSF15,TNFRSF25,known,literature supported
TNFSF15_TNFRSF6B,TNFSF15,TNFRSF6B,novel,literature supported
TNFSF18_TNFRSF18,TNFSF18,TNFRSF18,known,literature supported
TNFSF4_TNFRSF4,TNFSF4,TNFRSF4,known,literature supported
TNFSF4_TRAF2,TNFSF4,TRAF2,novel,literature supported
TNFSF8_TNFRSF8,TNFSF8,TNFRSF8,known,literature supported
TNFSF9_TNFRSF9,TNFSF9,TNFRSF9,known,literature supported
TNFSF9_TRAF2,TNFSF9,TRAF2,novel,literature supported
TNF_LTBR,TNF,LTBR,known,putative
TNF_SLC5A11,TNF,SLC5A11,novel,putative
TNF_TNFRSF1A,TNF,TNFRSF1A,known,literature supported
TNF_TNFRSF1B,TNF,TNFRSF1B,known,literature supported
TNF_TNFRSF21,TNF,TNFRSF21,known,literature supported
TNF_TRAF2,TNF,TRAF2,novel,literature supported
TPH1_HTR1A,TPH1,HTR1A,known,EXCLUDED not ligand
TPH1_HTR1B,TPH1,HTR1B,known,EXCLUDED not ligand
TPH1_HTR1D,TPH1,HTR1D,known,EXCLUDED not ligand
TPH1_HTR1E,TPH1,HTR1E,known,EXCLUDED not ligand
TPH1_HTR1F,TPH1,HTR1F,known,EXCLUDED not ligand
TPH1_HTR2A,TPH1,HTR2A,known,EXCLUDED not ligand
TPH1_HTR2B,TPH1,HTR2B,known,EXCLUDED not ligand
TPH1_HTR2C,TPH1,HTR2C,known,EXCLUDED not ligand
TPH1_HTR4,TPH1,HTR4,known,EXCLUDED not ligand
TPH1_HTR5A,TPH1,HTR5A,known,EXCLUDED not ligand
TPH1_HTR6,TPH1,HTR6,known,EXCLUDED not ligand
TPH1_HTR7,TPH1,HTR7,known,EXCLUDED not ligand
TRH_TRHR,TRH,TRHR,known,literature supported
TSHB_TSHR,TSHB,TSHR,known,literature supported
TSLP_IL7R,TSLP,IL7R,novel,literature supported
UBA52_ACVR1,UBA52,ACVR1,novel,EXCLUDED not ligand
UBA52_AGTR1,UBA52,AGTR1,novel,EXCLUDED not ligand
UBA52_BMPR1B,UBA52,BMPR1B,novel,EXCLUDED not ligand
UBA52_EGFR,UBA52,EGFR,novel,EXCLUDED not ligand
UBA52_ERBB2,UBA52,ERBB2,novel,EXCLUDED not ligand
UBA52_FSHR,UBA52,FSHR,novel,EXCLUDED not ligand
UBA52_NOTCH1,UBA52,NOTCH1,novel,EXCLUDED not ligand
UBA52_TGFBR1,UBA52,TGFBR1,novel,EXCLUDED not ligand
UBA52_TGFBR2,UBA52,TGFBR2,novel,EXCLUDED not ligand
UCN2_CRHR1,UCN2,CRHR1,known,literature supported
UCN2_CRHR2,UCN2,CRHR2,known,literature supported
UCN2_IL10RB,UCN2,IL10RB,novel,literature supported
UCN3_CRHR1,UCN3,CRHR1,novel,literature supported
UCN3_CRHR2,UCN3,CRHR2,known,literature supported
UCN3_IL10RB,UCN3,IL10RB,novel,literature supported
UCN_CRHR1,UCN,CRHR1,known,literature supported
UCN_CRHR2,UCN,CRHR2,known,literature supported
ULBP2_KLRK1,ULBP2,KLRK1,known,literature supported
UTS2B_UTS2R,UTS2B,UTS2R,known,literature supported
UTS2_UTS2R,UTS2,UTS2R,known,literature supported
VASP_CXCR2,VASP,CXCR2,novel,literature supported
VCAM1_ITGA4,VCAM1,ITGA4,known,literature supported
VCAM1_ITGA9,VCAM1,ITGA9,novel,putative
VCAM1_ITGAD,VCAM1,ITGAD,known,literature supported
VCAM1_ITGB1,VCAM1,ITGB1,known,literature supported
VCAM1_ITGB2,VCAM1,ITGB2,known,literature supported
VCAM1_ITGB7,VCAM1,ITGB7,novel,literature supported
VCAN_CD44,VCAN,CD44,novel,literature supported
VCAN_EGFR,VCAN,EGFR,novel,literature supported
VCAN_ITGA4,VCAN,ITGA4,novel,literature supported
VCAN_ITGB1,VCAN,ITGB1,novel,literature supported
VCAN_SELL,VCAN,SELL,novel,putative
VCAN_SELP,VCAN,SELP,novel,literature supported
VCAN_TLR1,VCAN,TLR1,novel,putative
VCAN_TLR2,VCAN,TLR2,novel,literature supported
VEGFA_EGFR,VEGFA,EGFR,novel,putative
VEGFA_EPHB2,VEGFA,EPHB2,novel,literature supported
VEGFA_FLT1,VEGFA,FLT1,known,literature supported
VEGFA_GPC1,VEGFA,GPC1,novel,literature supported
VEGFA_ITGA9,VEGFA,ITGA9,novel,putative
VEGFA_ITGAV,VEGFA,ITGAV,novel,putative
VEGFA_ITGB1,VEGFA,ITGB1,novel,putative
VEGFA_KDR,VEGFA,KDR,known,literature supported
VEGFA_NRP1,VEGFA,NRP1,known,literature supported
VEGFA_NRP2,VEGFA,NRP2,known,literature supported
VEGFA_RET,VEGFA,RET,novel,putative
VEGFA_SIRPA,VEGFA,SIRPA,novel,putative
VEGFA_TYRO3,VEGFA,TYRO3,novel,putative
VEGFB_FLT1,VEGFB,FLT1,known,literature supported
VEGFB_NRP1,VEGFB,NRP1,known,literature supported
VEGFB_RET,VEGFB,RET,novel,putative
VEGFB_TYRO3,VEGFB,TYRO3,novel,putative
VEGFC_FLT1,VEGFC,FLT1,novel,putative
VEGFC_FLT4,VEGFC,FLT4,known,literature supported
VEGFC_ITGA9,VEGFC,ITGA9,novel,putative
VEGFC_ITGB1,VEGFC,ITGB1,novel,putative
VEGFC_KDR,VEGFC,KDR,known,literature supported
VEGFC_LYVE1,VEGFC,LYVE1,novel,putative
VEGFC_NRP2,VEGFC,NRP2,known,literature supported
VEGFC_VIPR2,VEGFC,VIPR2,known,literature supported
VIM_CD44,VIM,CD44,novel,literature supported
VIP_ADCYAP1R1,VIP,ADCYAP1R1,known,literature supported
VIP_NPR3,VIP,NPR3,novel,putative
VIP_SCTR,VIP,SCTR,known,literature supported
VIP_VIPR1,VIP,VIPR1,known,literature supported
VIP_VIPR2,VIP,VIPR2,known,literature supported
VTN_CD47,VTN,CD47,novel,putative
VTN_ITGA2B,VTN,ITGA2B,novel,putative
VTN_ITGA3,VTN,ITGA3,novel,putative
